,1to2,2to1,id,주소2,지역,위도,경도,rate,category,diff
1112,13661.0,13737.0,1501.0,"미아역 3번,4번 출구 사이",강북구,37.62608,127.026482,0.4986130374479889,neutral,76.0
1816,13811.0,13700.0,2653.0,올림픽공원사거리(선수촌아파트),송파구,37.511498,127.12912,0.5020173748682345,neutral,111.0
2259,13643.0,13685.0,4122.0,청계9가교차로 앞,동대문구,37.57014847,127.0299225,0.49923155737704916,neutral,42.0
1933,13707.0,13669.0,3119.0,연희 브라운스톤 아파트 앞,서대문구,37.565197,126.929855,0.5006940385739334,neutral,38.0
2164,13557.0,13664.0,3796.0,송정역 3번출구 앞,강서구,37.56096268,126.8126907,0.49803460563535507,neutral,107.0
1645,13406.0,13651.0,2342.0,대청역 1번출구 뒤,강남구,37.494007,127.079514,0.49547252097423955,neutral,245.0
1202,14153.0,13644.0,1661.0,당현천근린공원,노원구,37.649639,127.065605,0.509155664280318,neutral,509.0
987,11950.0,13640.0,1333.0,석관초등학교 앞,성북구,37.610523,127.059799,0.46697928878468153,neutral,1690.0
361,15361.0,13638.0,508.0,성수아카데미타워 앞,성동구,37.545166,127.05751,0.5297079209627918,neutral,1723.0
498,14558.0,13606.0,674.0,고대앞사거리 교통섬,동대문구,37.586552,127.033142,0.5169010083794916,neutral,952.0
566,13657.0,13584.0,773.0,"염창역 3, 4번 출구 사이",양천구,37.546707,126.874573,0.5013398920744466,neutral,73.0
1373,10957.0,13582.0,1952.0,천왕연지타운2단지 앞,구로구,37.482105,126.845726,0.44651371286523495,몰리는 지역,2625.0
144,13813.0,13564.0,258.0,신길역3번출구,영등포구,37.517693,126.914299,0.5045476129597838,neutral,249.0
10,13455.0,13552.0,111.0,상수역 2번출구 앞,마포구,37.547871,126.923531,0.4982041692894435,neutral,97.0
1080,12467.0,13531.0,1446.0,중랑전화국 교차로,중랑구,37.591301,127.08033,0.479536887452881,neutral,1064.0
599,12215.0,13522.0,815.0,LIG강촌아파트 103동앞,용산구,37.518509,126.978798,0.4746085402339045,neutral,1307.0
1104,11580.0,13496.0,1471.0,동양쇼핑 정류소 앞,중랑구,37.615353,127.078491,0.461796139735205,neutral,1916.0
2238,13739.0,13452.0,4065.0,창동역 1번출구 앞,도봉구,37.65373611,127.0492935,0.5052774815196205,neutral,287.0
1109,12788.0,13448.0,1478.0,홈플러스 상봉점 앞,중랑구,37.597885,127.091263,0.4874218630888855,neutral,660.0
138,13255.0,13434.0,252.0,보라매역4번출구,영등포구,37.499828,126.919945,0.4966465585072502,neutral,179.0
1979,12457.0,13401.0,3413.0,종로플레이스,종로구,37.5732,126.997963,0.48174646144326705,neutral,944.0
27,13556.0,13384.0,128.0,신촌역(2호선) 1번출구 옆,서대문구,37.555496,126.93634,0.503192279138827,neutral,172.0
1011,12903.0,13383.0,1362.0,보문역6번출구 앞,성북구,37.585098,127.019676,0.4908696644601689,neutral,480.0
1355,14577.0,13378.0,1912.0,한신휴아파트 앞,구로구,37.4888,126.890663,0.5214451797531747,neutral,1199.0
1988,14107.0,13376.0,3422.0,성균관대 정문,종로구,37.584797,126.997131,0.5132991303715024,neutral,731.0
1417,16919.0,13366.0,2013.0,장승배기역 5번출구,동작구,37.505852,126.939362,0.5586594023443949,퍼지는 지역,3553.0
141,12829.0,13361.0,255.0,도림사거리,영등포구,37.506573,126.901131,0.4898434516991218,neutral,532.0
837,12889.0,13360.0,1139.0,용문사 버스정류장,강서구,37.536991,126.863365,0.4910282296468437,neutral,471.0
72,13554.0,13355.0,179.0,가좌역 4번출구 앞,서대문구,37.569122,126.914795,0.5036976476271879,neutral,199.0
1223,13858.0,13345.0,1683.0,노원문화예술회관,노원구,37.650459,127.080887,0.5094291070837775,neutral,513.0
909,12919.0,13333.0,1226.0,잠실4동 주민센터 옆,송파구,37.520077,127.112366,0.49211488648483925,neutral,414.0
281,17313.0,13309.0,417.0,DMC역 2번출구 옆,마포구,37.575069,126.899918,0.5653778329305728,퍼지는 지역,4004.0
1974,13740.0,13288.0,3407.0,안국동사거리(신),종로구,37.575806,126.983391,0.5083616989788368,neutral,452.0
9,13121.0,13282.0,109.0,제일빌딩 앞,마포구,37.547691,126.919983,0.49695110404120746,neutral,161.0
1419,12038.0,13278.0,2016.0,신대방삼거리역 3번출구쪽,동작구,37.499645,126.927094,0.4755095591720651,neutral,1240.0
585,13520.0,13268.0,796.0,목동아파트 14단지 B상가 앞,양천구,37.514664,126.871941,0.5047035986262506,neutral,252.0
377,13492.0,13232.0,525.0,한양대병원사거리,성동구,37.558052,127.040352,0.5048645412363418,neutral,260.0
1828,13114.0,13229.0,2707.0,한강아파트,강서구,37.57037,126.844414,0.4978172569563072,neutral,115.0
40,12547.0,13207.0,143.0,공덕역 2번출구,마포구,37.544579,126.950218,0.4871864564727809,neutral,660.0
895,13494.0,13196.0,1208.0,풍납현대아파트쉼터,송파구,37.529675,127.119789,0.5055826152116898,neutral,298.0
252,13990.0,13190.0,385.0,종각역 5번출구,종로구,37.569836,126.982658,0.5147167034584254,neutral,800.0
553,12646.0,13182.0,758.0,한사랑교회 앞,양천구,37.514721,126.8592,0.4896236642403593,neutral,536.0
2043,11859.0,13168.0,3552.0,서울숲 공영주차장앞,성동구,37.541958,127.04277,0.4738482438965917,neutral,1309.0
1306,12831.0,13159.0,1824.0,독산근린공원 입구,금천구,37.46455,126.883728,0.4936898807233551,neutral,328.0
862,11481.0,13118.0,1171.0,염창동 새마을금고 건너편 (모닝글로리),강서구,37.550049,126.873161,0.46672628968657265,neutral,1637.0
880,13710.0,13114.0,1192.0,마곡수명산파크 209동 건너편,강서구,37.555538,126.826759,0.5111094542201015,neutral,596.0
1639,13045.0,13095.0,2335.0,3호선 매봉역 3번출구앞,강남구,37.486767,127.046761,0.49904361132364194,neutral,50.0
878,13514.0,13087.0,1190.0,마곡역 교차로(2번출구),강서구,37.560501,126.826653,0.5080260140596218,neutral,427.0
1043,11975.0,13084.0,1402.0,금란주차장 앞,중랑구,37.600071,127.102333,0.47787222155712517,neutral,1109.0
385,13130.0,13082.0,537.0,한양대후문역 부근,성동구,37.560356,127.041397,0.5009156111704562,neutral,48.0
506,13281.0,13069.0,700.0,KB국민은행 염창역 지점 앞,양천구,37.546848,126.872772,0.504022770398482,neutral,212.0
2039,13651.0,13067.0,3548.0,뚝섬역 6번출구,성동구,37.546959,127.047669,0.5109289617486339,neutral,584.0
1555,13068.0,13057.0,2231.0,삼성타운(삼성생명) A동 맞은편,서초구,37.496914,127.024963,0.5002105263157894,neutral,11.0
924,13150.0,13047.0,1245.0,문정 법조단지9,송파구,37.479465,127.125328,0.501965873955033,neutral,103.0
2278,13446.0,13039.0,4213.0,마포구중앙도서관 정문 앞,마포구,37.56415558,126.9081497,0.5076835944874457,neutral,407.0
390,13287.0,13032.0,543.0,구의공원(테크노마트 앞),광진구,37.535969,127.094673,0.5048444089821041,neutral,255.0
1229,13577.0,13024.0,1690.0,도봉운전면허시험장,노원구,37.65773,127.059311,0.5103943460772151,neutral,553.0
1508,12037.0,13016.0,2169.0,봉천역 2번출구,관악구,37.482189,126.942131,0.4804614217858141,neutral,979.0
823,12570.0,12997.0,1121.0,가양레포츠센터앞,강서구,37.559479,126.86438,0.4916493917941096,neutral,427.0
347,10912.0,12995.0,490.0,가온문화공원,마포구,37.582077,126.887665,0.45643535366210736,neutral,2083.0
910,12951.0,12992.0,1227.0,거여역 8번출구 뒤,송파구,37.493126,127.143822,0.49920980611340243,neutral,41.0
173,13194.0,12989.0,290.0,당산동 SK V1 빌딩,영등포구,37.531509,126.897827,0.5039147538479166,neutral,205.0
2435,12673.0,12988.0,4710.0,자교교회 앞,종로구,37.58114624,126.9712372,0.4938622812828806,neutral,315.0
1900,14990.0,12988.0,2915.0,서울과학기술대학교(어학교육원),노원구,37.635109,127.076599,0.5357781113732218,neutral,2002.0
363,12175.0,12954.0,510.0,서울숲 남문 버스정류소 옆,성동구,37.541222,127.0438,0.4844999801026702,neutral,779.0
1893,12811.0,12949.0,2908.0, 광운대학교 중앙도서관,노원구,37.620003,127.058563,0.4973214285714286,neutral,138.0
131,14111.0,12947.0,244.0,영등포삼환아파트 앞,영등포구,37.530079,126.905708,0.5215093502845739,neutral,1164.0
1136,11153.0,12930.0,1533.0,"번동 주공3, 4단지 교차로",강북구,37.629917,127.040916,0.4631067558028485,neutral,1777.0
482,11213.0,12925.0,658.0,촬영소 사거리,동대문구,37.572948,127.066147,0.46453724417930237,neutral,1712.0
477,13345.0,12915.0,650.0,중랑교사거리,동대문구,37.591534,127.067741,0.5081873571972582,neutral,430.0
1839,14657.0,12881.0,2718.0,마곡수명산파크1단지,강서구,37.554993,126.831894,0.5322463504974944,neutral,1776.0
2189,12896.0,12877.0,3905.0,희훈타워빌 앞,구로구,37.50191498,126.8892441,0.5003686028013813,neutral,19.0
2107,11544.0,12861.0,3668.0,성내삼성아파트,강동구,37.53144073,127.1269608,0.47301782421634914,neutral,1317.0
2206,12227.0,12856.0,4007.0,노원 을지대학교 병원,노원구,37.63666916,127.0696945,0.4874616273970418,neutral,629.0
1020,13205.0,12852.0,1372.0,KEB은행 고대점,성북구,37.586445,127.031601,0.5067736116974325,neutral,353.0
1034,10645.0,12838.0,1390.0,석관래미안아트리치,성북구,37.606461,127.061623,0.4533066473619214,neutral,2193.0
416,20728.0,12831.0,574.0,아차산역4번출구,광진구,37.551849,127.088982,0.6176584522780774,퍼지는 지역,7897.0
162,14715.0,12816.0,279.0,영등포 푸르지오 아파트,영등포구,37.513229,126.904465,0.5344883949002942,neutral,1899.0
1377,11517.0,12797.0,1957.0,구일고등학교 정문,구로구,37.493401,126.874329,0.47367771654191,neutral,1280.0
1369,10660.0,12793.0,1941.0,오류동역 2번출구,구로구,37.493938,126.844055,0.45452607342344264,neutral,2133.0
420,12466.0,12786.0,578.0,성동세무서 부근,성동구,37.548286,127.062088,0.49366386820845876,neutral,320.0
1394,14969.0,12778.0,1977.0,천왕역 1번 출입구 앞,구로구,37.48621,126.838821,0.539481745774318,neutral,2191.0
1045,12974.0,12776.0,1404.0,동일로 지하차도,중랑구,37.595299,127.080032,0.5038446601941747,neutral,198.0
2332,12510.0,12762.0,4486.0,홈플러스 잠실점,송파구,37.51613998,127.103508,0.495014245014245,neutral,252.0
1074,11110.0,12750.0,1440.0,하나은행 면목지점,중랑구,37.586372,127.08007,0.46563285834031853,neutral,1640.0
1476,12178.0,12750.0,2105.0,미성동 신림체육센터,관악구,37.480251,126.914604,0.4885269576379974,neutral,572.0
2063,13380.0,12714.0,3582.0,화양동 우체국,광진구,37.547989,127.069504,0.5127615543803173,neutral,666.0
562,12526.0,12711.0,768.0,목동5단지아파트 501동,양천구,37.535919,126.882446,0.49633474660221105,neutral,185.0
243,11826.0,12697.0,374.0,청구역 2번출구 앞,중구,37.560474,127.014076,0.48224116135872447,neutral,871.0
1320,12601.0,12645.0,1841.0,가산동 주민센터,금천구,37.476952,126.891869,0.49912857482373446,neutral,44.0
301,13363.0,12644.0,438.0,성산2-1 공영주차장,마포구,37.56472,126.906769,0.5138232014457647,neutral,719.0
1352,12637.0,12556.0,1908.0,해원리바파크 육교 밑,구로구,37.495285,126.872162,0.5016075894097567,neutral,81.0
499,12048.0,12534.0,675.0,성복교회 앞 (장평교 아래),동대문구,37.572025,127.077004,0.49011471808640467,neutral,486.0
750,12534.0,12521.0,1028.0,포레스 주상복합 빌딩,강동구,37.5331,127.12278,0.5002594292556376,neutral,13.0
544,12584.0,12515.0,747.0,목동3단지 상가,양천구,37.53458,126.875648,0.5013745567552492,neutral,69.0
402,12662.0,12499.0,558.0,성동광진 교육지원청 앞,성동구,37.564606,127.036522,0.5032391399387942,neutral,163.0
441,12266.0,12491.0,605.0,신설동역8번출구,동대문구,37.5742,127.026497,0.4954558306741528,neutral,225.0
1312,12015.0,12487.0,1830.0,빅마켓 금천점 앞,금천구,37.47023,126.895073,0.4903681332136152,neutral,472.0
2036,12401.0,12484.0,3544.0,한양대역 3번 출구,성동구,37.554539,127.043778,0.49833232871207556,neutral,83.0
2203,12453.0,12482.0,4003.0,스타벅스 상계초교사거리점,노원구,37.65680313,127.0665741,0.49941848806897937,neutral,29.0
113,15137.0,12463.0,226.0,샛강역 1번출구 앞,영등포구,37.517765,126.928413,0.5484420289855072,neutral,2674.0
1067,13138.0,12446.0,1431.0,중랑구청 사거리,중랑구,37.606499,127.095451,0.5135240775484677,neutral,692.0
392,12266.0,12433.0,546.0,잠실대교북단 교차로,광진구,37.532478,127.085091,0.49661929632778656,neutral,167.0
1939,11665.0,12424.0,3125.0,연희파크푸르지오아파트 앞,서대문구,37.575642,126.927826,0.4842459213749014,neutral,759.0
1914,12396.0,12422.0,3011.0,경의선(노고산동),마포구,37.553429,126.933792,0.49947618663872995,neutral,26.0
1208,12783.0,12419.0,1667.0,중계중학교,노원구,37.654499,127.074387,0.5072216490754702,neutral,364.0
687,10287.0,12418.0,949.0,연신내역 1번 출구,은평구,37.619781,126.920807,0.45307201057035895,neutral,2131.0
502,11948.0,12388.0,678.0,장안힐스테이트(아) 앞,동대문구,37.576557,127.07431,0.4909598948060486,neutral,440.0
472,12503.0,12381.0,642.0,신답역 사거리,동대문구,37.57035446,127.0484314,0.5024513743771097,neutral,122.0
1832,10598.0,12377.0,2711.0,가로공원공영주차장 1번 출구,강서구,37.537361,126.837448,0.4612840043525571,neutral,1779.0
2040,12083.0,12372.0,3549.0,건영아파트 앞,성동구,37.555141,127.071106,0.49409118789613576,neutral,289.0
1177,12503.0,12357.0,1620.0,중계동 노원구민체육센터 옆(중1-2),노원구,37.648209,127.070221,0.5029364440868865,neutral,146.0
1938,12192.0,12349.0,3124.0,DMC센트럴아이파크아파트,서대문구,37.578121,126.921753,0.4968012713418361,neutral,157.0
150,12769.0,12307.0,265.0,영등포유통상가 사거리,영등포구,37.521133,126.896538,0.5092119955335779,neutral,462.0
1380,12641.0,12300.0,1960.0,화광신문사 앞,구로구,37.50285,126.889481,0.5068361332745279,neutral,341.0
1518,12323.0,12288.0,2179.0,양녕로 입구,관악구,37.482189,126.946159,0.5007110641583032,neutral,35.0
1239,12117.0,12280.0,1705.0,도봉구청 정문앞,도봉구,37.669224,127.046516,0.49665942533918106,neutral,163.0
2113,12239.0,12270.0,3680.0,강동역3번출구,강동구,37.53541565,127.1330948,0.49936757925659964,neutral,31.0
867,12026.0,12254.0,1177.0,수명중?고교,강서구,37.55011,126.823677,0.4953047775947282,neutral,228.0
263,12377.0,12243.0,398.0,을지로3가역 3번출구,중구,37.566559,126.992439,0.5027213647441104,neutral,134.0
1211,12984.0,12243.0,1670.0,노원경찰서교차로,노원구,37.64341,127.071838,0.5146866452610298,neutral,741.0
2486,12097.0,12229.0,4864.0,송파사거리,송파구,37.50205612,127.1105499,0.49728685357230945,neutral,132.0
537,10578.0,12218.0,740.0,으뜸공원,양천구,37.536369,126.831711,0.46402877697841727,neutral,1640.0
256,12782.0,12215.0,390.0,충무로역 1번출구,중구,37.56139,126.995354,0.5113413609633156,neutral,567.0
1514,11778.0,12210.0,2175.0,신림동걷고싶은문화의거리입구,관악구,37.487301,126.928703,0.4909954977488744,neutral,432.0
221,12223.0,12200.0,346.0,맥스타일 앞,중구,37.569183,127.00988,0.5004708676247799,neutral,23.0
2201,11696.0,12200.0,3966.0,독산역1번출구 옆(2),금천구,37.46709442,126.8892059,0.489454301975226,neutral,504.0
1168,11625.0,12195.0,1602.0,광운대역 앞,노원구,37.622662,127.061897,0.4880352644836272,neutral,570.0
517,7650.0,12195.0,712.0,강월초교입구 사거리,양천구,37.516998,126.838318,0.3854875283446712,몰리는 지역,4545.0
1072,9683.0,12185.0,1437.0,늘푸른공원 앞,중랑구,37.58342,127.079926,0.44279312237058716,몰리는 지역,2502.0
891,12072.0,12181.0,1204.0,거여역 3번출구,송파구,37.493343,127.14473,0.497752855316868,neutral,109.0
422,10857.0,12175.0,581.0,용답초등학교,성동구,37.561012,127.054237,0.4713876345953456,neutral,1318.0
1378,11967.0,12174.0,1958.0,강서수도사업소민원센터,구로구,37.495781,126.890121,0.4957126879582453,neutral,207.0
450,12934.0,12166.0,615.0,용두동 래미안허브리츠아파트 앞,동대문구,37.576382,127.03511,0.5152988047808765,neutral,768.0
463,11252.0,12119.0,633.0,청량리 기업은행 앞,동대문구,37.580406,127.044823,0.48145137135766547,neutral,867.0
1959,12733.0,12112.0,3214.0,영등포 푸르지오,영등포구,37.512024,126.901054,0.5124974844033005,neutral,621.0
332,14592.0,12106.0,474.0,동대문역사문화공원역 1번출구 뒤편,중구,37.566299,127.008492,0.5465577945913551,neutral,2486.0
2330,11966.0,12090.0,4484.0,잠실나루역4번출구뒤,송파구,37.52080917,127.1036224,0.49742268041237114,neutral,124.0
1769,11780.0,12088.0,2606.0,위례동주민센터 맞은편 근린공원,송파구,37.481739,127.143227,0.49354784648902295,neutral,308.0
4,13623.0,12079.0,104.0,합정역 1번출구 앞,마포구,37.550629,126.914986,0.5300365730293363,neutral,1544.0
536,11690.0,12076.0,739.0,신월사거리,양천구,37.536201,126.827797,0.4918791550955146,neutral,386.0
1436,11438.0,12014.0,2054.0,삼익아파트,동작구,37.510548,126.944847,0.48771959747569504,neutral,576.0
238,11437.0,11959.0,368.0,SK 서린빌딩 앞,종로구,37.569248,126.980537,0.48884424687980854,neutral,522.0
1031,11831.0,11954.0,1385.0,성신여대입구역 3번출구 앞,성북구,37.592365,127.016289,0.49741433676686986,neutral,123.0
865,11866.0,11948.0,1174.0,강서구청사거리(부민병원),강서구,37.556599,126.851471,0.49827832367514907,neutral,82.0
608,11104.0,11947.0,826.0,서울역 서부교차로2,중구,37.555367,126.968643,0.48171445924254913,neutral,843.0
106,12274.0,11946.0,219.0,롯데캐슬엠파이어 옆,영등포구,37.520695,126.925835,0.5067712634186623,neutral,328.0
908,11876.0,11931.0,1224.0,아시아지하보도 2번 출구,송파구,37.512169,127.078934,0.49884487755702106,neutral,55.0
1610,12354.0,11923.0,2306.0,압구정역 2번 출구 옆,강남구,37.527122,127.028717,0.508876714585822,neutral,431.0
369,11726.0,11909.0,516.0,광진메디칼 앞,광진구,37.548405,127.069366,0.49612862280516185,neutral,183.0
1413,11561.0,11898.0,2007.0,유한양행앞,동작구,37.512939,126.934242,0.4928172556374952,neutral,337.0
380,11620.0,11889.0,530.0,청계벽산아파트 앞,성동구,37.568748,127.030403,0.4942787868475903,neutral,269.0
275,11312.0,11854.0,411.0,DMC홍보관,마포구,37.577995,126.891472,0.48830182163515495,neutral,542.0
1078,9469.0,11835.0,1444.0,면목4치안센터,중랑구,37.574028,127.080544,0.4444705219677056,몰리는 지역,2366.0
71,11346.0,11826.0,178.0,증산3교 앞,서대문구,37.579876,126.906349,0.48964267219057483,neutral,480.0
360,11639.0,11825.0,507.0,성수아이에스비즈타워 앞,성동구,37.548203,127.057114,0.496036481418343,neutral,186.0
149,12228.0,11823.0,264.0,교보생명보험 앞,영등포구,37.521931,126.891617,0.5084196083322938,neutral,405.0
629,10964.0,11819.0,849.0, 삼각지 자이아파트,용산구,37.536079,126.973419,0.4812360093051837,neutral,855.0
1241,12112.0,11809.0,1707.0,도봉구민회관,도봉구,37.654461,127.038513,0.5063333472680908,neutral,303.0
1284,12180.0,11808.0,1762.0,북한산 한신휴플러스APT앞,도봉구,37.655338,127.042419,0.5077538769384692,neutral,372.0
419,11406.0,11794.0,577.0,광진청소년수련관,광진구,37.546547,127.106133,0.4916379310344828,neutral,388.0
1448,11285.0,11785.0,2067.0,LG전자 베스트? 대리점 앞,동작구,37.497669,126.919868,0.48916341569137406,neutral,500.0
452,10548.0,11781.0,617.0,청솔우성아파트 앞,동대문구,37.574203,127.057693,0.4723901652559452,neutral,1233.0
582,12725.0,11772.0,793.0,목동5단지아파트 534동,양천구,37.53355,126.878143,0.5194513613911907,neutral,953.0
1121,11778.0,11767.0,1514.0,강북구청 사거리 버스정류소 앞,강북구,37.638805,127.028358,0.5002335952431514,neutral,11.0
1412,11425.0,11761.0,2003.0,사육신공원앞,동작구,37.513359,126.948059,0.49275424825325626,neutral,336.0
534,10120.0,11750.0,736.0,오솔길공원,양천구,37.52219,126.8367,0.46273433927754914,neutral,1630.0
1397,12513.0,11747.0,1983.0,구로동롯데아파트,구로구,37.502548,126.883881,0.5157873042044517,neutral,766.0
432,11294.0,11745.0,590.0,건국대학교 (입학정보관),광진구,37.53989,127.073364,0.49021224879552067,neutral,451.0
1084,10600.0,11744.0,1450.0,화랑대역 7번출구,중랑구,37.619625,127.085014,0.47440028643036164,neutral,1144.0
205,11747.0,11725.0,329.0,청계2가 사거리 옆,종로구,37.568344,126.987892,0.5004686434901159,neutral,22.0
2010,14457.0,11722.0,3513.0,상왕십리역 1번출구,성동구,37.56461,127.029198,0.5522365254593377,퍼지는 지역,2735.0
976,11557.0,11713.0,1318.0,길음역 3번출구 뒤,성북구,37.603085,127.024788,0.49664804469273743,neutral,156.0
1811,11651.0,11712.0,2648.0,헬리오시티 112동 앞,송파구,37.494698,127.104645,0.49869451697127937,neutral,61.0
1326,10924.0,11693.0,1848.0,벽산 디지털밸리 5차,금천구,37.476276,126.885391,0.4829995136401822,neutral,769.0
1901,9230.0,11678.0,2917.0,신창중학교 후문 맞은편 버스정류장,노원구,37.628071,127.046921,0.44145781519035776,몰리는 지역,2448.0
244,11079.0,11652.0,375.0,다산 어린이공원,중구,37.563717,127.018425,0.4873960670450046,neutral,573.0
2134,11745.0,11651.0,3760.0,발산역 8번 출구,강서구,37.55846024,126.8367615,0.5020088904086168,neutral,94.0
296,12291.0,11648.0,433.0,을지로입구역 2번출구,중구,37.566345,126.982292,0.5134299678349138,neutral,643.0
481,10898.0,11615.0,657.0,동대문롯데캐슬아파트 앞,동대문구,37.57576,127.04837,0.48407586727668456,neutral,717.0
1186,10936.0,11612.0,1639.0,희성오피앙,노원구,37.680313,127.055069,0.48500975696292353,neutral,676.0
62,11307.0,11593.0,166.0,가재울 초등학교,서대문구,37.573277,126.919678,0.49375545851528385,neutral,286.0
1376,11450.0,11574.0,1956.0,도야미리숯불갈비 앞,구로구,37.51001,126.88205,0.4973071577484364,neutral,124.0
112,14070.0,11563.0,225.0,앙카라공원 앞,영등포구,37.517368,126.929253,0.548901806265361,neutral,2507.0
1479,11480.0,11561.0,2108.0,은천치안센터,관악구,37.483341,126.943199,0.4982422637906341,neutral,81.0
1909,10723.0,11534.0,3007.0,MBC 앞,마포구,37.581947,126.890297,0.4817810127151009,neutral,811.0
366,11735.0,11515.0,513.0,뚝섬역 5번 출구 정류소 옆,성동구,37.546307,127.049805,0.504731182795699,neutral,220.0
434,11828.0,11504.0,592.0,건국대학교 학생회관,광진구,37.541912,127.077637,0.5069432539002229,neutral,324.0
276,11332.0,11465.0,412.0,DMC산학협력연구센터 앞,마포구,37.575802,126.890739,0.49708294951090054,neutral,133.0
331,11875.0,11460.0,473.0,을지로4가역 9번출구,중구,37.566051,126.997986,0.508892221984144,neutral,415.0
1022,11485.0,11460.0,1375.0,생명의 전화 종합복지관 앞 교차로,성북구,37.603909,127.037376,0.5005447809980388,neutral,25.0
1382,11531.0,11452.0,1962.0,가리봉동주민센터,구로구,37.481602,126.892799,0.5017186616194579,neutral,79.0
817,11290.0,11450.0,1113.0,서남환경공원 버스정류장,강서구,37.573093,126.822899,0.49648197009674583,neutral,160.0
1106,10513.0,11429.0,1473.0,중랑역 1번 출구(중화문화복지센터),중랑구,37.594891,127.074951,0.47912678880685444,neutral,916.0
792,10768.0,11428.0,1075.0,천동초교 삼거리,강동구,37.541363,127.137184,0.48513245629843216,neutral,660.0
984,10708.0,11422.0,1327.0,상월곡역 3번출구,성북구,37.607342,127.050682,0.4838680524175328,neutral,714.0
603,10067.0,11378.0,819.0,선린인터넷 고등학교,용산구,37.541653,126.970505,0.4694334343669853,neutral,1311.0
1592,11380.0,11372.0,2279.0,교대역 5번출구뒤,서초구,37.493618,127.014183,0.5001758087201125,neutral,8.0
2354,7946.0,11371.0,4522.0,다이소신곡시장점,양천구,37.51779556,126.8416138,0.41134751773049644,몰리는 지역,3425.0
1727,11583.0,11321.0,2505.0,우성아파트사거리 (기업은행앞),서초구,37.493259,127.029533,0.5057195249738037,neutral,262.0
928,10422.0,11291.0,1249.0,아주중학교건너편,송파구,37.505463,127.077347,0.47998894671395015,neutral,869.0
140,10699.0,11290.0,254.0,도림신협 앞,영등포구,37.503803,126.903419,0.48656146254945654,neutral,591.0
203,11268.0,11277.0,327.0,낙원상가 옆,종로구,37.573357,126.987465,0.4998003992015968,neutral,9.0
1055,11245.0,11265.0,1416.0,상봉역 3번출구,중랑구,37.595219,127.085999,0.4995557529986673,neutral,20.0
2481,11033.0,11249.0,4859.0,잠실나루 나들목,송파구,37.52148438,127.1002808,0.49515303832690066,neutral,216.0
1262,10872.0,11245.0,1733.0,방학사거리 (봄마당 앞),도봉구,37.662979,127.041939,0.49156757245557714,neutral,373.0
1881,10500.0,11225.0,2821.0,청구아파트 앞,구로구,37.50119,126.863533,0.48331415420023016,neutral,725.0
2058,11420.0,11197.0,3573.0,광나루안전체험관,광진구,37.551338,127.076714,0.5049299199717027,neutral,223.0
655,10678.0,11195.0,908.0,구산역 4번출구,은평구,37.613186,126.917351,0.4881817766195766,neutral,517.0
202,13426.0,11188.0,326.0,안국역 5번출구 앞,종로구,37.576241,126.98616,0.5454619322336881,neutral,2238.0
546,10842.0,11175.0,749.0,이대 목동병원 앞,양천구,37.537228,126.886612,0.49243766180678566,neutral,333.0
247,11439.0,11154.0,380.0,CJ제일제당 앞,중구,37.563866,127.002747,0.5063072633116452,neutral,285.0
107,12606.0,11120.0,220.0,미성아파트 A동 앞,영등포구,37.519363,126.926048,0.5313158560229284,neutral,1486.0
614,10388.0,11103.0,832.0,이촌1동 주민센터 뒤,용산구,37.521282,126.973465,0.48336512958913036,neutral,715.0
812,10923.0,11100.0,1108.0,공항시장역 2번출구 뒤,강서구,37.56356,126.81015,0.49598147391363573,neutral,177.0
1821,10994.0,11093.0,2658.0,가락몰 업무동,송파구,37.49535751,127.1156921,0.49775886267940417,neutral,99.0
1051,10972.0,11091.0,1411.0,상봉시장앞 교차로 한성빌딩 앞,중랑구,37.592541,127.086739,0.4973031772651045,neutral,119.0
2244,9829.0,11086.0,4077.0,도봉제1교,도봉구,37.67984772,127.0503845,0.4699497967965575,neutral,1257.0
1997,12010.0,11076.0,3432.0,종로2가 사거리,종로구,37.569992,126.988342,0.5202287100407174,neutral,934.0
401,10789.0,11057.0,557.0,도선동 주민센터 앞,성동구,37.567642,127.025696,0.4938661539869999,neutral,268.0
2316,11088.0,11046.0,4465.0,건영아파트앞 사거리,송파구,37.48245621,127.1246033,0.5009487666034156,neutral,42.0
356,12946.0,11043.0,501.0,광진구의회 앞,광진구,37.537308,127.070351,0.5396640126724749,neutral,1903.0
454,9578.0,11023.0,622.0,전농사거리 교통섬,동대문구,37.577793,127.057831,0.46492888694723555,neutral,1445.0
2471,10572.0,11001.0,4813.0,망우로 버거킹 앞,중랑구,37.59877777,127.0963898,0.49005701571408705,neutral,429.0
1546,10211.0,10999.0,2221.0,하나은행 방배동지점 앞,서초구,37.485611,126.994682,0.48142385667138143,neutral,788.0
1217,10353.0,10989.0,1677.0,육군사관학교 앞,노원구,37.623165,127.0905,0.485099803204948,neutral,636.0
2251,10353.0,10981.0,4108.0,답십리파크자이아파트 앞,동대문구,37.5676918,127.0578919,0.48528170994656417,neutral,628.0
215,11089.0,10976.0,341.0,혜화역 3번출구 뒤,종로구,37.58157,127.001785,0.5025606163607523,neutral,113.0
1044,10810.0,10965.0,1403.0,중화빌딩 앞 (동부시장),중랑구,37.59425,127.076576,0.4964408725602755,neutral,155.0
1757,9995.0,10959.0,2540.0,반포천 앞,서초구,37.498455,126.996643,0.47699723203207023,neutral,964.0
