,bike_id,bus_id,bus_name,경도,위도
217,[2034 2104],21161,사당역4번출구,126.981359,37.475541
218,[2223],21027,사당자동차학원,126.982781,37.472236
219,[2289],21163,남태령역,126.987784,37.46557
220,[2289],22026,남태령역,126.988088,37.465695
221,[2104],22028,사당역,126.981803,37.474927
222,[3815],20141,사당1동관악시장앞,126.977952,37.47679
223,[],20142,예술인마을,126.972845,37.476049
224,[2165 2167 3305],21101,서울미술고.인헌중고,126.965554,37.476466
225,[2122 2148 3813 3304],21102,낙성대입구,126.961876,37.47791
226,[2198 3810],21103,행운동주민센터,126.956869,37.479844
227,[2112 2116 2171 3311],21104,서울대입구역5번출구,126.951014,37.481628
228,[2179 3812],21105,KT관악지점,126.947311,37.481963
229,[2108 2169 2189],21106,봉천역.관악초등학교,126.943335,37.482367
230,[2137 2190 2196],21107,KT&G관악지점,126.937313,37.484475
231,[2164 2195 3807],21261,관악우체국(양지병원),126.933157,37.484848
232,[2135 2136 2175],21149,패션문화의거리입구,126.929553,37.486005
233,[2173],21150,보라매공원.보라매병원,126.927498,37.490517
234,[],21263,보라매삼성아파트.모자원고개,126.927398,37.494514
235,[2016 4169],20187,신대방삼거리,126.928229,37.498143
236,[2015],20148,성대시장,126.931597,37.500119
237,[],20149,상도초등학교입구,126.936766,37.503306
238,[2013],20193,청화병원,126.94008,37.507245
239,[],20191,동작구청.노량진초등학교앞,126.940337,37.510453
240,[2050 2058 2070],20114,노량진역,126.941757,37.513391
241,[2058 2070],20011,노량진역,126.943811,37.513733
242,[2003],20013,노들역,126.949256,37.512825
243,[ 869  870 4605],3341,노들섬,126.959038,37.517364
244,[ 829 4619 4629],3001,한강대교북단.LG유플러스,126.963192,37.52409
245,[ 853 4633],3003,신용산역,126.966207,37.527293
246,[],3005,KT용산지사,126.970235,37.531497
247,[ 848  849 4620],3007,삼각지역,126.974012,37.53527
248,[828 835 838],3009,숙대입구역,126.972538,37.543296
249,[807],3011,갈월동,126.972237,37.550976
250,[ 379 4760],2007,서울역버스환승센터.강우규의거터,126.972971,37.555614
251,[485 444],2122,숭례문,126.974044,37.55842
252,[324 470],2219,남대문시장앞.이회영활동터,126.97858,37.560939
253,[467],2142,롯데영프라자,126.982008,37.562885
254,[ 318  320  433 4762],2139,우리은행종로지점,126.982929,37.567519
255,[ 454 3408],1013,종로2가,126.985543,37.570139
