,bike_id,bus_id,bus_name,경도,위도
315,[ 343  344  345  355  452  455  457 3402 3404 3414 3415],1215,충신동,127.006279,37.574022
316,[ 344  346  393  452  455  457 3415 4765],1214,동대문,127.008413,37.571726
317,[ 346  347  387  393  455  457  474  475  476 4765 4793],2173,동대문역사문화공원,127.008356,37.567354
318,[ 347  380  387  430  474  475  476 4765 4793],2170,광희동,127.00721,37.565053
319,[ 347  380  387  430  477 4792 4793 4779],2206,퇴계로6가,127.00334,37.563574
320,[ 380  390  473  477 4792],2208,퇴계로5가,126.999725,37.56278
321,[ 336  390  473 4792],2154,충무로역8번출구.대한극장앞,126.996492,37.562037
322,[ 336  390  428 4761 4784 4791],2151,퇴계로3가.한옥마을.한국의집,126.991777,37.561251
323,[ 322  324  467  469  470  471 4776 4791],2150,퇴계로2가.명동역,126.984491,37.560893
324,[ 324  379  435  445  469  470  471  484  485 4760 4776  444],2145,남대문시장.회현역,126.977765,37.558268
325,[ 379  435  441  445  484  485 4760 4772  444],2122,숭례문,126.974044,37.55842
326,[ 324  370  391  445  466  467  468  469  470 4753 4772 4776  312  311],2128,시청앞,126.976574,37.562358
